id,title,vote_average,vote_count,status,release_date,revenue,runtime,budget,original_language,original_title,overview,popularity,genres,production_companies,production_countries,spoken_languages,directors,writers,averageRating,numVotes																																
11224,Cinderella,7.037,6239,Released,1950-02-22,263591415,74,2900000,en,Cinderella,Cinderella has faith her dreams of a better life will come true. With help from her loyal mice friends and a wave of her Fairy Godmother's wand| Cinderella's rags are magically turned into a glorious gown and off she goes to the Royal Ball. But when the clock strikes midnight| the spell is broken| leaving a single glass slipper... the only key to the ultimate fairy-tale ending!,85.42,Family,Walt Disney Productions,United States of America,English,Clyde Geronimi,Charles Perrault,7.3,177564																																
37135,Tarzan,7.402,6238,Released,1999-06-18,448191819,88,130000000,en,Tarzan,Tarzan was a small orphan who was raised by an ape named Kala since he was a child. He believed that this was his family| but on an expedition Jane Porter is rescued by Tarzan. He then finds out that he's human. Now Tarzan must make the decision as to which family he should belong to...,72.359,Family,Walt Disney Pictures,United States of America,English,Chris Buck,Edgar Rice Burroughs,7.3,253601																																
28178,Hachi: A Dog's Tale,8.006,6235,Released,2009-06-08,46749646,93,16000000,en,Hachi: A Dog's Tale,A drama based on the true story of a college professor's bond with the abandoned dog he takes into his home.,34.409,Drama,Scion Films,United Kingdom,English,Lasse HallstrÃ¶m,Stephen P. Lindsey,8.1,319677																																
1091,The Thing,8.045,6232,Released,1982-06-25,19629760,109,15000000,en,The Thing,A team of American scientists investigate the empty| destroyed base of their Norwegian counterparts in Antarctica| only to discover a terrifying life force that can take the form of its prey.,57.921,Horror,Universal Pictures,Canada,English,John Carpenter,Bill Lancaster,8.2,483810																																
68728,Oz the Great and Powerful,5.903,6232,Released,2013-03-07,491868548,130,200000000,en,Oz the Great and Powerful,Oscar Diggs| a small-time circus illusionist and con-artist| is whisked from Kansas to the Land of Oz where the inhabitants assume he's the great wizard of prophecy| there to save Oz from the clutches of evil.,29.84,Fantasy,Roth Films,United States of America,English,Sam Raimi,Mitchell Kapner,6.3,215908																																
81188,Rise of the Guardians,7.36,6229,Released,2012-11-21,306941670,97,145000000,en,Rise of the Guardians,When an evil spirit known as Pitch lays down the gauntlet to take over the world| the immortal Guardians must join forces for the first time to protect the hopes| beliefs and imagination of children all over the world.,36.796,Family,DreamWorks Animation,United States of America,French,Peter Ramsey,David Lindsay-Abaire,7.2,196774																																
262504,Allegiant,6.1,6228,Released,2016-03-09,179246868,120,110000000,en,Allegiant,Beatrice Prior and Tobias Eaton venture into the world outside of the fence and are taken into protective custody by a mysterious agency known as the Bureau of Genetic Welfare.,19.857,Adventure,Mandeville Films,United States of America,English,Robert Schwentke,Noah Oppenheim,5.7,137987																																
188927,Star Trek Beyond,6.781,6226,Released,2016-07-07,343471816,122,185000000,en,Star Trek Beyond,The USS Enterprise crew explores the furthest reaches of uncharted space| where they encounter a mysterious new enemy who puts them and everything the Federation stands for to the test.,47.927,Action,Skydance,United States of America,English,Justin Lin,Simon Pegg,7.0,262011																																
9615,The Fast and the Furious: Tokyo Drift,6.454,6222,Released,2006-06-03,158964610,104,85000000,en,The Fast and the Furious: Tokyo Drift,In order to avoid a jail sentence| Sean Boswell heads to Tokyo to live with his military father. In a low-rent section of the city| Shaun gets caught up in the underground world of drift racing,11.096,Action,MP Munich Pape Filmproductions,Germany,English,Justin Lin,Chris Morgan,6.1,307711																																
6957,The 40 Year Old Virgin,6.374,6218,Released,2005-08-11,177378645,116,26000000,en,The 40 Year Old Virgin,Andy Stitzer has a pleasant life with a nice apartment and a job stamping invoices at an electronics store. But at age 40| there's one thing Andy hasn't done| and it's really bothering his sex-obsessed male co-workers: Andy is still a virgin. Determined to help Andy get laid| the guys make it their mission to de-virginize him. But it all seems hopeless until Andy meets small business owner Trish| a single mom.,22.984,Comedy,Universal Pictures,United States of America,English,Judd Apatow,Judd Apatow,7.1,477394																																
117263,Olympus Has Fallen,6.394,6218,Released,2013-03-20,170270201,120,70000000,en,Olympus Has Fallen,"When the White House (Secret Service Code: ""Olympus"") is captured by a terrorist mastermind and the President is kidnapped| disgraced former Presidential guard Mike Banning finds himself trapped within the building. As the national security team scrambles to respond| they are forced to rely on Banning's inside knowledge to help retake the White House| save the President and avert an even bigger disaster.",41.289,Action,Millennium Media,United States of America,English,Antoine Fuqua,Creighton Rothenberger,6.5,296528																																
615457,Nobody,8.018,6217,Released,2021-03-18,61779301,92,17000000,en,Nobody,"Hutch Mansell| a suburban dad| overlooked husband| nothing neighbor â€” a ""nobody."" When two thieves break into his home one night| Hutch's unknown long-simmering rage is ignited and propels him on a brutal path that will uncover dark secrets he fought to leave behind.",44.03,Action,87North Productions,United States of America,English,Ilya Naishuller,Derek Kolstad,7.4,337688																																
114150,Pitch Perfect,7.295,6206,Released,2012-09-28,115400000,112,17000000,en,Pitch Perfect,College student Beca knows she does not want to be part of a clique| but that's exactly where she finds herself after arriving at her new school. Thrust in among mean gals| nice gals and just plain weird gals| Beca finds that the only thing they have in common is how well they sing together. She takes the women of the group out of their comfort zone of traditional arrangements and into a world of amazing harmonic combinations in a fight to the top of college music competitions.,25.464,Comedy,Brownstone Productions,United States of America,English,Jason Moore,Kay Cannon,7.1,336145																																
82700,After Earth,5.191,6205,Released,2013-05-30,243843127,100,130000000,en,After Earth,One thousand years after cataclysmic events forced humanity's escape from Earth| Nova Prime has become mankind's new home. Legendary General Cypher Raige returns from an extended tour of duty to his estranged family| ready to be a father to his 13-year-old son| Kitai. When an asteroid storm damages Cypher and Kitai's craft| they crash-land on a now unfamiliar and dangerous Earth. As his father lies dying in the cockpit| Kitai must trek across the hostile terrain to recover their rescue beacon. His whole life| Kitai has wanted nothing more than to be a soldier like his father. Today| he gets his chance.,24.446,Science Fiction,Columbia Pictures,United States of America,English,M. Night Shyamalan,Gary Whitta,4.8,211439																																
398978,The Irishman,7.615,6203,Released,2019-11-01,968853,209,159000000,en,The Irishman,Pennsylvania| 1956. Frank Sheeran| a war veteran of Irish origin who works as a truck driver| accidentally meets mobster Russell Bufalino. Once Frank becomes his trusted man| Bufalino sends him to Chicago with the task of helping Jimmy Hoffa| a powerful union leader related to organized crime| with whom Frank will maintain a close friendship for nearly twenty years.,23.095,Crime,Tribeca Productions,United States of America,English,Martin Scorsese,Steven Zaillian,7.8,442253																																
82675,Taken 2,6.3,6201,Released,2012-09-27,376141306,91,45000000,en,Taken 2,In Istanbul| retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.,47.042,Action,EuropaCorp,France,English,Olivier Megaton,Luc Besson,6.2,327064																																
37686,Super 8,6.76,6199,Released,2011-06-08,260095986,112,50000000,en,Super 8,In 1979 Ohio| several youngsters are making a zombie movie with a Super-8 camera. In the midst of filming| the friends witness a horrifying train derailment and are lucky to escape with their lives. They soon discover that the catastrophe was no accident| as a series of unexplained events and disappearances soon follows. Deputy Jackson Lamb| the father of one of the kids| searches for the terrifying truth behind the crash.,19.534,Thriller,Bad Robot,United States of America,English,J.J. Abrams,J.J. Abrams,7.0,371220																																
334543,Lion,8.083,6199,Released,2016-11-24,140312928,118,12000000,en,Lion,A five-year-old Indian boy gets lost on the streets of Calcutta| thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia	 25 years later| he sets out to find his lost family.,20.266,Drama,The Weinstein Company,Australia,Bengali,Garth Davis,Saroo Brierley,8.0,255509																															
