"id","title","vote_average","vote_count","status","release_date","revenue","runtime","budget","imdb_id","original_language","original_title","overview","popularity","tagline","genres","production_companies","production_countries","spoken_languages","cast","director","director_of_photography","writers","producers","music_composer","imdb_rating","imdb_votes","poster_path"
"15","Citizen Kane","8.008","5493.0","Released","1941-04-17","23218000.0","119.0","839727.0","tt0033467","en","Citizen Kane","Newspaper magnate Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.","27.463","Some called him a hero...others called him a heel.","Mystery, Drama","Mercury Productions, RKO Radio Pictures","United States of America","English","George Noisom, Carl Faulkner, Walter Bacon, Jan Wiley, Mitchell Ingraham, Bert Stevens, Orson Welles, Al Eben, Herbert Corthell, George W. Jimenez, Jack Egan, Herman J. Mankiewicz, Ellen Lowe, Sam Harris, Buddy Messinger, Jimmy Grant, Gus Schilling, Roland Winters, Johnny Eckert, Mickey Martin, Harry Shannon, Arthur Kay, Terrance Ray, Juanita Fields, Sally Corner, Perc Launders, Jack Curtis, Carl Ekberg, Gene Coogan, Demetrius Alexis, Edward Peil Jr., Morgan Brown, Finn Zirzow, Francis Sayles, Louise Currie, Philip Van Zandt, George Coulouris, Tom Coleman, Peter Gowland, Teddy Mangean, Edith Evanson, Walter Lawrence, Landers Stevens, Suzanne Ridgway, Tudor Williams, Frank O'Connor, Louis Natheaux, Thomas A. Curran, Everett Sloane, Dick Scott, John Northpole, Frank McLure, John Alban, Harry A. Bailey, Erskine Sanford, Gino Corrado, Gregg Toland, Charles Meakin, Edward Ryan, Richard Wilson, Gerald Pierce, Eddie Dew, Carl Deloro, John McCormack, Joan Blair, Bert Moorhouse, Mike Lally, Arthur Yeoman, Buck Mack, Thomas Pogue, Jack Gargan, Larry Williams, Charles Bennett, Don Roberts, J.J. Clark, Harry J. Vejar, Agnes Moorehead, Sam Ash, Larry Wheat, Jolane Reynolds, Bert LeBaron, Benny Rubin, Dorothy Cleveland, Paul Stewart, Jesse Graves, Ludwig Lowry, Leda Nicova, Irving Mitchell, Buddy Swan, William Alston, Myrtle Rishell, Edmund Cobb, Henry Hebert, Bryan 'Slim' Hightower, Tim Davis, George DeNormand, Louise Franklin, Tom Steele, Ernest Grooney, Dorothy Comingore, Hercules Mendez, Suzanne Dulier, Renee Godfrey, Cyril Ring, Ray Collins, Robert Dudley, Art Dupuis, Shimen Ruskin, Lillian O'Malley, Carmen Laroux, Maurice Costello, John Dilson, Lew Harvey, Paddy O'Flynn, Russ Powell, Jack Raymond, Gohr Van Vleck, Victor Romito, Sam Rice, George Sherwood, Arthur O'Connell, William Alland, Joseph Cotten, Robert Haines, Dona Dax, James T. Mack, Danny Borzage, Harry Burkhardt, Philip Morris, Field Norton, Frances E. Neal, Guy Repp, Lillian Nicholson, Clyde McAtee, Bud Geary, Rudy Germane, Sonny Bupp, William H. O'Brien, Walter James, Olin Francis, Georgia Backus, Jack Gwynne, Bob Terry, Don Ackerman, Major McBride, Bruce Sidney, Fortunio Bonanova, Joseph North, Edna Mae Jones, Eddie Coke, Milton Kibbee, Alan Ladd, Walter Sande, Ruth Warrick","Orson Welles","Gregg Toland","Herman J. Mankiewicz, Orson Welles","Orson Welles","Bernard Herrmann","8.3","473981.0","/sav0jxhqiH0bPr2vZFU0Kjt2nZL.jpg"
"16","Dancer in the Dark","7.9","1778.0","Released","2000-09-01","40061153.0","140.0","12500000.0","tt0168629","en","Dancer in the Dark","Selma, a Czech immigrant on the verge of blindness, struggles to make ends meet for herself and her son, who has inherited the same genetic disorder and will suffer the same fate without an expensive operation. When life gets too difficult, Selma learns to cope through her love of musicals, escaping life's troubles - even if just for a moment - by dreaming up little numbers to the rhythmic beats of her surroundings.","22.061","You don't need eyes to see.","Drama, Crime","Zentropa Entertainments, DR, SVT Drama, ARTE, France 3 Cinéma, Blind Spot Pictures, Liberator Productions, Íslenska kvikmyndasamsteypan, Pain Unlimited Filmproduktion, Trust Film Svenska, Cinematograph, What Else?, ARTE France Cinéma, Film i Väst, WDR","Denmark, Finland, France, Germany, Iceland, Netherlands, Norway, Sweden","English","Jens Albinus, Lars Michael Dinesen, Timm Zimmermann, Andrew Lucre, Erik Dammann, Troels Asmussen, Stellan Skarsgård, Ann Crosset, Anna Rosenberg, Cara Seymour, Zeljko Ivanek, Anthony Ajoise Olufemi Jacob, Britt Bendixen, Eric Voge, Sean-Michael Smith, Anders Thorhauge, Erik Drugge, Anna Norberg, Frederik Mondrup, Anders-Peter Torsleff Hansen, Fredrik Börgesson, Ed Hickok, Paprika Steen, Alex Mouro, Peter Stormare, Sheldon Litt, Bjorn Ahlander, Udo Kier, Carol Linda Nielsen, Nick Wolf, Emilie Bendz, Claus Berenhard, Jean-Marc Barr, Reathel Bean, Annette Lindholm, Mette Berggreen, Björk, John Martinus, Alexander Arli, Cristian Valle, Ami Eklöf-Annell, Vladica Kostic, Carl Johan De Neergaard, Noah Lazarus, Birgitte Skands, Bobo Eriksson, Catherine Deneuve, Bo Westerholm, Diana G.L. Watson, John Randolph Jones, Al Agami, Elin Johansson, Marianne Bengtsson, Joel Grey, Katrine Falkenberg, Michael Flessas, Caroline Sascha Cogez, Allan Gyldenkærne, Anders Tärneberg, T.J. Rizzo, David Morse, Ana Christine Broström, Anna David, Karoliina Heiskanen, Eli Stalhand, Vincent Paterson, Edvin Karsson, Luke Reilly, Siobhan Fallon Hogan","Lars von Trier","Robby Müller","Lars von Trier, Sjón","Vibeke Windeløv, Peter Aalbæk Jensen, Leo Pescarolo","Björk","7.9","118743.0","/9rsivF4sWfmBzrNr4LPu6TNJhXX.jpg"
"17","The Dark","5.8","265.0","Released","2005-09-28","6593579.0","87.0","0.0","tt0411267","en","The Dark","In an attempt to pull her family together, Adèlle travels with her young daughter Sarah to Wales to visit her father. The morning after they arrive, Sarah mysteriously vanishes in the ocean. Not long after, a little girl bearing a striking resemblance to their missing daughter reveals that she has retuned from the dead  — and that Sarah has been taken to the Welsh underworld.","12.67","One of the living for one of the dead.","Horror, Thriller, Mystery","Constantin Film, Impact Pictures, Isle of Man Film, UK Film Council","Germany, United Kingdom","Cymraeg, English","Sean Bean, Gwenyth Petty, Robin Griffith, Eluned Jones, Sophie Stuckey, Maurice Roëves, Casper Harvey, Tonya Smith, Abigail Stone, Richard Elfyn, Maria Bello","John Fawcett","Christian Sebaldt","Rory Gilmartin, Stephen Massicotte, Simon Maginn","Jeremy Bolt, Steve Christian, Robert Kulzer, Paul W. S. Anderson, Paul Tamasy","Edmund Butt","5.3","11552.0","/h6gCVAzjFLhzkffv2VZO1RgVCBt.jpg"
"18","The Fifth Element","7.6","10657.0","Released","1997-05-02","263920180.0","126.0","90000000.0","tt0119116","en","The Fifth Element","In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.","70.4","There is no future without it.","Science Fiction, Action, Adventure","Gaumont","France","English, svenska, Deutsch","Kristen Fick, Leon Dekker, Julie T. Wallace, John Bluthal, David Garvey, Tricky, Christopher Adamson, Geoff Boothby, Jill Mullan, Kim Chan, Maïwenn, Clifton Lloyd Bryan, Gillian M. Berrow, Tyrone Tyrell, Gito Santana, Roy Garcia Singh, Riz Meedin, Frank Senger, Kevin Molloy, Laura De Palma, Inva Mula, Martin McDougall, Sibyl Buck, Alan Ruscoe, Stanley Kowalski, Paul Priestley, Michael Culkin, Zeta Graff, Cecil Cheng, Carlton Chance, Stewart Harvey-Wilson, Alex Georgijev, Richard Leaf, John Neville, Rachel Willis, Scott Woods, John Bennett, Ian Holm, David Barrass, Hon Ping Tang, Charlie Creed-Miles, Richard Ashton, Lee Evans, Marie Guillard, Gin Clarke, Nathan Hamlett, Colin Brooks, Kamay Lau, Grant James, Omar Hibbert Williams, Anita Koh, David Kennedy, Patrick Nicholls, Kevin Brewerton, Tommy Lister Jr., Ali Yassine, Fred Williams, Aron Paramor, Ian Beckett, Genevieve Maylam, Fred Wood, Jerome St. John Blake, Brion James, Christopher Fairbank, Robert Alexander, Jerry Ezekiel, Mathieu Kassovitz, Al Matthews, Milla Jovovich, Justin Lee Burrows, Vincenzo Pellegrino, Sonita Henry, Sonny Caldinez, Eddie Ellwood, Nicole Merry, Dane Messam, Derek Ezenagu, Peter Dunwell, Stacey McKenzie, Robert Oates, John Sharian, Indra Ové, George Khan, Said Talidi, Robert Clapperton, Ivan Heng, Vladimir McCrary, Josie Perez, Gary Oldman, Yui, Joss Skottowe, Roberto Bryce, John Hughes, Mark Seaton, J.D. Dawodu, Leo Williams, Jean-Luc Caron, Shaun Davis, Chris Tucker, Kaleem Janjua, Sean Buckley, Mac McDonald, Sam Douglas, Ève Salvail, Mia Frye, Stina Richardson, Sophia Goth, Luke Perry, C. Keith Martin, Tracy Redington, Tim McMullan, Bruce Willis, Jason Salkey, David Fishley, Renee Montemayor, Sarah Carrington, Natasha Brice, François Guillaume, Roger Monk, Lenny McLean, Anthony Chinn, Roger Wright, Bill Reimbold","Luc Besson","Nick Tebbet, Thierry Arbogast","Luc Besson, Robert Mark Kamen","Patrice Ledoux","Éric Serra","7.6","517677.0","/fPtlCO1yQtnoLHOwKtWz7db6RGU.jpg"
"19","Metropolis","8.1","2742.0","Released","1927-02-06","1350322.0","148.0","5300000.0","tt0017136","de","Metropolis","In a futuristic city sharply divided between the rich and the poor, the son of the city's mastermind meets a prophet who predicts the coming of a savior to mediate their differences.","27.442","There can be no understanding between the hands and the brain unless the heart acts as mediator.","Drama, Science Fiction","UFA","Germany","No Language","Fritz Rasp, Gottfried Huppertz, Erwin Biswanger, Georg John, Arthur Reinhardt, Helen von Münchofen, Hanns Leo Reich, Grete Berger, Olly Boeheim, Brigitte Helm, Henrietta Siodmak, Rudolf Klein-Rogge, Helene Weigel, Gustav Fröhlich, Heinrich Gotho, Heinrich George, Rolf von Goth, Theodor Loos, Alfred Abel, Olaf Storm, Curt Siodmak, Rose Lichtenstein, Margarete Lanner, Fritz Alberti","Fritz Lang","Walter Ruttmann, Günther Rittau, Karl Freund","Thea von Harbou, Fritz Lang","Erich Pommer","Gottfried Huppertz, Otto Harzner","8.3","190176.0","/vZIJxGnjcswPCAa52jhbl01FQkV.jpg"
"20","My Life Without Me","6.0","457.0","Released","2003-03-07","12300000.0","106.0","2500000.0","tt0314412","en","My Life Without Me","A fatally ill mother with only two months to live creates a list of things she wants to do before she dies without telling her family of her illness.","15.022","What you are… is what you leave behind.","Drama, Romance","El Deseo, Milestone Productions","Canada, Spain","English","Amanda Plummer, Julian Richings, Maria de Medeiros, Esther García, Leonor Watling, Scott Speedman, Kenya Jo Kennedy, Debbie Harry, Alfred Molina, Camille Martinez, Sarah Polley, Mark Ruffalo, Jessica Amlee","Isabel Coixet","Jean-Claude Larrieu","Isabel Coixet, Nanci Kincaid","Gordon McLennan, Ogden Gavanski, Esther García, Agustín Almodóvar, Pedro Almodóvar","Alfonso Vilallonga","7.4","26044.0","/pFEtVPW88pWflYV84UFL0h1iJr3.jpg"
"21","The Endless Summer","7.211","114.0","Released","1966-06-15","0.0","91.0","50000.0","tt0060371","en","The Endless Summer","Bruce Brown's The Endless Summer is one of the first and most influential surf movies of all time. The film documents American surfers Mike Hynson and Robert August as they travel the world during California’s winter (which, back in 1965 was off-season for surfing) in search of the perfect wave and ultimately, an endless summer.","7.768","The Search for the Perfect Wave!","Documentary","Bruce Brown Films","United States of America","English","Wayne Miyata, Robert August, Chuck Gardner, Lord James Blears, Chip Fitzwater, Michael Hynson, Bruce Brown","Bruce Brown","Bruce Brown","Bruce Brown","Robert Bagley, Bruce Brown","Walter Georis, Gaston Georis, John Blakeley","7.6","6446.0","/5W5uaqQ7NZTwoDMKO4AtdcahHex.jpg"
"22","Pirates of the Caribbean: The Curse of the Black Pearl","7.8","20538.0","Released","2003-07-09","655011224.0","143.0","140000000.0","tt0325980","en","Pirates of the Caribbean: The Curse of the Black Pearl","After Port Royal is attacked and pillaged by a mysterious pirate crew, capturing the governor's daughter Elizabeth Swann in the process, William Turner asks free-willing pirate Jack Sparrow to help him locate the crew's ship—The Black Pearl—so that he can rescue the woman he loves.","132.503","Prepare to be blown out of the water.","Adventure, Fantasy, Action","Walt Disney Pictures, Jerry Bruckheimer Films","United States of America","English","Kevin McNally, Brye Cooper, Owen Finnegan, Dylan Smith, Mike Babcock, Jonathan Pryce, Johnny Depp, Orlando Bloom, Dustin Seavey, Christian Martin, Rudolph McCollum, Lee Arenberg, David Patykewich, Paul Gagné, Ben Roberts, M. Scott Shields, Antonio Valentino, LeJon Stewart, Tamara Castle, Joe Grisaffi, Giles New, James McAuley, Jordi Caballero, Luke de Woolfson, David Bailie, Ralph P. Martin, Greg Ellis, Michael Berry Jr., Ben Wilson, Mackenzie Crook, Angus Barnett, Sam Roberts, Martin Klebba, Mike Haberecht, José Zelaya, Lauren Maher, Michael A. Thompson, Ian McIntyre, Christopher Sullivan, Lucinda Dryzek, Tommy Schooler, Isaac C. Singleton Jr., Michael Sean Tighe, Geoffrey Rush, Zoe Saldaña, Félix Castro, Keira Knightley, Gerard J. Reyes, Gregory Ryan Alosio, Guy Siner, Damian O'Hare, Christopher S. Capp, Michael W. Williams, Fred Toft, Jack Davenport, Don LaDaga, Matthew Bowyer, D.P. FitzGerald, Tobias McKinney, Trevor Goddard, Finneus Egan, Treva Etienne, Vince Lozano, Michael Earl Lane, Maxie J. Santillan Jr., Paula J. Newman, Vanessa Branch, Israel Aduramo, Jerry Gauny, Paul Keith, Craig Thomson","Gore Verbinski","Dariusz Wolski","Jay Wolpert, Terry Rossio, Stuart Beattie, Ted Elliott","Mike Stenson, Jerry Bruckheimer, Chad Oman, Paul Deason, Bruce Hendricks","Klaus Badelt","8.1","1238754.0","/poHwCZeWzJCShH7tOjg8RIoyjcw.jpg"
"24","Kill Bill: Vol. 1","8.0","17342.0","Released","2003-10-10","180906076.0","111.0","30000000.0","tt0266697","en","Kill Bill: Vol. 1","An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance.","60.695","A roaring rampage of revenge.","Action, Crime","Miramax, A Band Apart, Super Cool ManChu","United States of America","English, 日本語, Français","Gordon Liu Chia-hui, Vivica A. Fox, Yoshiko Yamaguchi, Hu Xiaohui, Michael Bowen, Jun Kunimura, Sachiko Fujii, Jonathan Loughran, James Parks, Michael Parks, Issey Takahashi, Naomi Kusumi, David Carradine, Ai Maeda, Yuki Kazamatsuri, Shu Lan Tuan, Hikaru Midorikawa, Yoshiyuki Morishita, Yoji Tanaka, Ambrosia Kelley, Kazuki Kitamura, Juri Manase, Goro Daimon, Sakichi Sato, Ronnie Yoshiko Fujiyama, Daryl Hannah, Shun Sugata, Lucy Liu, Michael Madsen, Uma Thurman, Sō Yamanaka, Chiaki Kuriyama, Akaji Maro, Zhang Jinzhan, Sonny Chiba, Julie Dreyfus, Kenji Ohba, Tetsuro Shimaguchi","Quentin Tarantino","Robert Richardson","Uma Thurman, Quentin Tarantino","Erica Steinberg, Lawrence Bender, Mitsuhisa Ishikawa, Katsuji Morishita, Bob Weinstein, Harvey Weinstein, E. Bennett Walsh","RZA","8.2","1223338.0","/v7TaX8kXMXs5yFFGR41guUDNcnB.jpg"
"25","Jarhead","6.7","2851.0","Released","2005-11-04","97076152.0","123.0","72000000.0","tt0418763","en","Jarhead","Jarhead is a film about a US Marine Anthony Swofford’s experience in the Gulf War. After putting up with an arduous boot camp, Swofford and his unit are sent to the Persian Gulf where they are eager to fight, but are forced to stay back from the action. Swofford struggles with the possibility of his girlfriend cheating on him, and as his mental state deteriorates, his desire to kill increases.","28.3","Welcome to the suck.","Drama, War","Red Wagon Entertainment, Neal Street Productions","United Kingdom, United States of America","English, Español, العربية, Latin","Riad Galayini, Katherine Randolph, Jocko Sims, Brianne Davis, Chris Cooper, Todd Jensen, Nick Dash, Laz Alonso, Jacob Vargas, Scott MacDonald, Evan Jones, Iván Fenyő, Brian Geraghty, Craig Coyne, Rini Bell, Mark Davis, Kevin Foster, Becky Boxer, Kareem J. Grimes, Peter Sarsgaard, James Morrison, Lucas Black, Jake Gyllenhaal, Ming Lo, Dendrie Taylor, Jamie Foxx, Dennis Haysbert, Damion Poitier, John Krasinski, Martin Papazian","Sam Mendes","Roger Deakins","William Broyles Jr., Sam Chouia, Anthony Swofford","Lucy Fisher, Douglas Wick, Bobby Cohen, Sam Mercer","Thomas Newman","7.0","211861.0","/4rCzaZy5Qkvxh5xaVpHriXSLTgC.jpg"
"26","Walk on Water","6.941","85.0","Released","2004-02-05","444.0","103.0","1400000.0","tt0352994","he","LaLehet Al HaMayim","Eyal, an Israeli Mossad agent, is given the mission to track down and kill the very old Alfred Himmelman, an ex-Nazi officer, who might still be alive. Pretending to be a tourist guide, he befriends his grandson Axel, in Israel to visit his sister Pia. The two men set out on a tour of the country, during which Axel challenges Eyal's values.","11.494","He was trained to hate until he met the enemy.","Drama","Lama Films, United King Films","Israel, Sweden","English, العربية, עִבְרִית, Deutsch, Türkçe, Italiano","Ernest Lenart, Hanns Zischler, Caroline Peters, Carola Regnier, Knut Berger, Lior Ashkenazi, Gideon Shemer","Eytan Fox","Tobias Hochstein","Gal Uchovsky","Gal Uchovsky, Amir Harel","Ivri Lider","7.3","7103.0","/mVWFN3RaBFLuJRtRLPebatX9qPq.jpg"
"27","9 Songs","5.6","506.0","Released","2004-07-16","1574623.0","69.0","1000000.0","tt0411705","en","9 Songs","Matt, a young glaciologist, soars across the vast, silent, icebound immensities of the South Pole as he recalls his love affair with Lisa. They meet at a mobbed rock concert in a vast music hall - London's Brixton Academy. They are in bed at night's end. Together, over a period of several months, they pursue a mutual sexual passion whose inevitable stages unfold in counterpoint to nine live-concert songs.","27.46","2 lovers, one summer, and the 9 songs that defined them.","Drama, Music, Romance","Revolution Films","United Kingdom","English","Guy Garvey, Gruff Rhys, Robert Levon Been, Jason Stollsteimer, Marcie Bolen, Bobby Gillespie, Courtney Taylor-Taylor, Michael Nyman, Alex Kapranos, Kieran O'Brien, Margo Stilley, Peter Hayes","Michael Winterbottom","Marcel Zyskind","Michael Winterbottom","Michael Winterbottom, Andrew Eaton","","4.8","24391.0","/91O7z0vo7MiNWd5xD2BoivwbQsb.jpg"
"28","Apocalypse Now","8.3","8186.0","Released","1979-08-15","150000000.0","147.0","31500000.0","tt0078788","en","Apocalypse Now","At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.","61.961","This is the end...","Drama, War","United Artists, American Zoetrope","United States of America",", English, Français, Tiếng Việt","Dennis Hopper, Don Gordon Bell, Charles Robinson, Joe Estevez, Bo Byers, Sam Bottoms, Laurence Fishburne, James Keane, Linda Carpenter, Damien Leake, Frank Villard, Henry Strzalkowski, Harrison Ford, Vittorio Storaro, Jim Gaines, Marlon Brando, Nick Nicholson, Aurore Clément, Glenn Walken, Jerry Ziesmer, Marc Coppola, Frederic Forrest, R. Lee Ermey, G. D. Spradlin, Albert Hall, Scott Glenn, Martin Sheen, Tom Mason, Herb Rice, Evan A. Lottman, Kerry Rossall, Jack Thibeau, Bill Graham, Cynthia Wood, Colleen Camp, Francis Ford Coppola, Robert Duvall, Jerry Ross","Francis Ford Coppola","Vittorio Storaro","Francis Ford Coppola, Joseph Conrad, Michael Herr, John Milius","Francis Ford Coppola","Francis Ford Coppola, Carmine Coppola","8.4","726120.0","/gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg"
"33","Unforgiven","7.9","4369.0","Released","1992-08-07","159157447.0","130.0","14400000.0","tt0105695","en","Unforgiven","William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.","38.165","Some legends will never be forgotten. Some wrongs can never be forgiven.","Western","Warner Bros. Pictures, Malpaso Productions","United States of America","English","Robert Koons, Mina E. Mina, Jaimz Woolvett, Gene Hackman, Anna Thomson, Cherrilene Cardinal, Morgan Freeman, Paul Anthony McLean, Lochlyn Munro, Jefferson Mappin, Frances Fisher, Richard Harris, Michael Maurer, Josie Smith, David Mucci, Beverley Elliott, Tara Frederick, Shane Meier, Frank C. Turner, Saul Rubinek, James Herman, Sam Karas, Anthony James, George Orrison, Jeremy Ratchford, Clint Eastwood, Rob Campbell, Larry Reese, Greg Goossen, Larry Joshua, Ron White, Ben Cardinal, Philip Maurice Hayes, Garner Butler, Michael Charrois, Liisa Repo-Martell, William Davidson, Aline Levasseur, Henry Kope, Blair Haynes, John Pyper-Ferguson, Walter Marsh","Clint Eastwood","Jack N. Green","David Webb Peoples","David Valdes, Clint Eastwood","Lennie Niehaus","8.2","444450.0","/54roTwbX9fltg85zjsmrooXAs12.jpg"
"35","The Simpsons Movie","7.0","7941.0","Released","2007-07-25","527068851.0","87.0","75000000.0","tt0462538","en","The Simpsons Movie","After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.","75.999","In a time when computer animation gives us worlds of unsurpassed beauty, one film dares to be ugly.","Animation, Comedy, Family","Gracie Films, 20th Century Fox","United States of America","English","Yeardley Smith, Karl Wiedergott, Maggie Roswell, Tress MacNeille, Russi Taylor, Dan Castellaneta, Mike Dirnt, Albert Brooks, Julie Kavner, Hank Azaria, Billie Joe Armstrong, Phil Rosenthal, Nancy Cartwright, Harry Shearer, Tré Cool, Marcia Wallace, Joe Mantegna, Tom Hanks, Pamela Hayden","David Silverman","","Matt Selman, Sam Simon, George Meyer, Matt Groening, Mike Reiss, Al Jean, Jon Vitti, James L. Brooks, John Swartzwelder, Ian Maxtone-Graham, David Mirkin, Mike Scully","Peter Gave, Felicia Nalivansky, Matt Groening, Al Jean, James L. Brooks, Matt Orefice, Nikki Vanzo, Jay Kleckner, Richard Sakai, Claudia Katz, Amanda Moshay, Mike Scully","Hans Zimmer","7.3","354535.0","/gzb6P78zeFTnv9eoFYnaJ2YrZ5q.jpg"
"38","Eternal Sunshine of the Spotless Mind","8.1","14903.0","Released","2004-03-19","72258126.0","108.0","20000000.0","tt0338013","en","Eternal Sunshine of the Spotless Mind","Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.","76.312","You can erase someone from your mind. Getting them out of your heart is another story.","Science Fiction, Drama, Romance","Focus Features, Anonymous Content, This is that","United States of America","English","Gerry Robert Byrne, Josh Flitter, Paulie Litt, Ryan Whitney, Elijah Wood, Mark Ruffalo, Kirsten Dunst, Lola Daehler, Tom Wilkinson, David Cross, Jane Adams, Thomas Jay Ryan, Lauren Adler, Kate Winslet, Amir Ali Said, Deirdre O'Connell, Debbon Ayer, Jim Carrey, Brian Price","Michel Gondry","Ellen Kuras","Michel Gondry, Pierre Bismuth, Charlie Kaufman","Steve Golin, Anthony Bregman, David L. Bushell, Glenn Williamson, Georges Bermann, Charlie Kaufman","Jon Brion","8.3","1106379.0","/5MwkWH9tYHv3mV9OdYTMR5qreIz.jpg"
"55","Amores Perros","7.6","2571.0","Released","2000-06-16","20908467.0","154.0","2000000.0","tt0245712","es","Amores perros","A fatalistic car crash in Mexico city sets off a chain of events in the lives of three people: a supermodel, a young man wanting to run off with his sister-in-law, and a homeless man. Their lives are catapulted into unforeseen situations instigated by the seemingly inconsequential destiny of a dog.","32.496","Love. Betrayal. Death.","Drama, Thriller","Altavista Films, Zeta Film","Mexico","Español","Vanessa Bauche, Lourdes Echevarría, Emilio Echevarría, Álvaro Guerrero, Laura Almela, Gael García Bernal, Patricio Castillo, Jorge Salinas, Goya Toledo, Humberto Busto, Carlos Samperio, Roberto Medina, Gustavo Muñoz, Rodrigo Ostap, Ricardo Dalmacci, Adriana Barraza, Dunia Saldívar, Rodrigo Murray, Mauricio Martínez, Marco Pérez, José Sefami, Dagoberto Gama, Rosa María Bianchi, Gustavo Sánchez Parra, Heriberto del Castillo, Gerardo Campbell","Alejandro González Iñárritu","Rodrigo Prieto","Guillermo Arriaga","Martha Sosa Elizondo, Francisco González Compeán, Alejandro González Iñárritu","Gustavo Santaolalla","8.0","256799.0","/mXc2QcFXUTQz2wU7S0zgeG5C3Bg.jpg"
"58","Pirates of the Caribbean: Dead Man's Chest","7.4","15881.0","Released","2006-07-06","1065700000.0","151.0","200000000.0","tt0383574","en","Pirates of the Caribbean: Dead Man's Chest","Captain Jack Sparrow works his way out of a blood debt with the ghostly Davy Jones to avoid eternal damnation.","120.376","Captain Jack is back!","Adventure, Fantasy, Action","Walt Disney Pictures, Jerry Bruckheimer Films, Second Mate Productions","United States of America","English, Türkçe, ελληνικά, 普通话","Barry McEvoy, Jack Davenport, Mackenzie Crook, Andy Beckwith, Kevin McNally, Orlando Bloom, Alex Norton, Lauren Maher, Naomie Harris, Filip Cvijetic, Steve Speirs, Jonathan Linsley, Christopher S. Capp, Reggie Lee, Vanessa Branch, Martin Klebba, Geoffrey Rush, John Boswall, David Schofield, Max Baker, Tom Hollander, Ho-Kwan Tse, Jonathan Kite, Clive Ashborn, Donald Dowd, Michael Enright, David Bailie, Johnny Depp, Claudia Adams, Peter Donald Badalamenti II, Jonathan Pryce, Stellan Skarsgård, Christopher Adamson, Lee Arenberg, Dermot Keaney, Luke de Woolfson, Keira Knightley, Bill Nighy","Gore Verbinski","Dariusz Wolski","Jay Wolpert, Stuart Beattie, Ted Elliott, Terry Rossio","Chad Oman, Jerry Bruckheimer, Mike Stenson, Bruce Hendricks, Eric McLeod","Hans Zimmer","7.4","783289.0","/uXEqmloGyP7UXAiphJUu2v2pcuE.jpg"
"59","A History of Violence","7.2","3203.0","Released","2005-09-23","60740827.0","96.0","32000000.0","tt0399146","en","A History of Violence","An average family is thrust into the spotlight after the father commits a seemingly self-defense murder at his diner.","21.37","Tom Stall had the perfect life...until he became a hero.","Drama, Thriller, Crime","New Line Cinema, BenderSpink, Media I! Filmproduktion München & Company","Germany, United States of America","English","Mitch Boughs, Stephen McHattie, Sumela Kay, Ian Matthews, Heidi Hayes, Deborah Drakeford, Ed Harris, John Watson, Kyle Schmid, Maria Bello, William Hurt, Brittany Payer, Shawn Campbell, Gerry Quigley, Bruce Beaton, Bill MacDonald, Brendan Connor, Neven Pajkic, Michelle McCree, Don Allison, Ashton Holmes, Morgan Kelly, Greg Bryk, Jason Barbeck, R.D. Reid, George King, Nick Antonacci, Aidan Devine, April Mullen, Martha Reilly, Peter MacNeill, Viggo Mortensen","David Cronenberg","Peter Suschitzky","John Wagner, Josh Olson, Vince Locke","Justis Greene, Chris Bender, Cale Boyter, Roger Kass, Toby Emmerich, Josh Braun, Kent Alterman, J.C. Spink","Howard Shore","7.4","259329.0","/A26rcvipOqptVs7i5uRmKicXRxE.jpg"
